,Boat Type,Manufacturer,Condition,Year Built,Length,Width,Material,Number of views last 7 days,Price in usd,Country
6753,Bowrider,Regal power boats,"new boat from stock,Unleaded",0,6.78,2.5,GRP,97,91485.0,Germany
6754,Motor Yacht,Rio power boats,"Used boat,Diesel",2005,9.9,3.3,GRP,51,90950.0,Italy
6755,Motor Yacht,Princess power boats,Used boat,1995,12.5,4.0,GRP,138,90950.0,Italy
6756,Motor Yacht,B̩n̩teau power boats,"Used boat,Diesel",2009,10.0,3.33,GRP,77,90950.0,Italy
6758,Trawler,Colvic power boats,"Used boat,Diesel",1983,11.58,3.94,GRP,131,90950.0,Portugal
6760,Flybridge,Princess power boats,"Used boat,Diesel",1996,11.98,3.83,GRP,159,90950.0,INFO
6761,Flybridge,Ferretti power boats,"Used boat,Diesel",1989,12.8,4.28,GRP,74,90950.0,Germany
6762,Motor Yacht,Fairline power boats,"Used boat,Diesel",1994,11.71,3.76,GRP,220,90950.0,Italy
6765,Pilothouse,B̩n̩teau power boats,"Used boat,Unleaded",2017,8.26,2.95,PVC,101,90950.0,France
6767,Motor Yacht,Kraps power boats,"Used boat,Diesel",1989,13.5,4.32,GRP,62,90950.0,Germany
6768,Center console boat,Sessa power boats,Used boat,2009,8.93,2.99,GRP,58,90950.0,Italy
6769,Motor Yacht,Windy power boats,"Used boat,Diesel",1998,9.99,3.5,GRP,178,90950.0,Germany
6771,Motor Yacht,Platinum power boats,"Used boat,Diesel",2006,12.3,3.8,GRP,348,90950.0,Italy
6772,Motor Yacht,Innovazioni e Progetti power boats,Used boat,2004,11.63,3.7,GRP,74,90950.0,Italy
6773,Sport Boat,MasterCraft power boats,"Used boat,Unleaded",2019,6.09,2.46,GRP,110,90950.0,France
6775,Flybridge,Azimut power boats,"Used boat,Diesel",1991,13.4,3.96,GRP,82,90950.0,Italy
6776,Flybridge,B̩n̩teau power boats,"Used boat,Diesel",2011,9.98,3.35,GRP,134,90950.0,France
6777,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2001,11.6,3.84,PVC,146,90950.0,France
6778,Pilothouse,B̩n̩teau power boats,"Used boat,Unleaded",2017,7.12,2.79,PVC,58,90950.0,France
6779,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2007,11.93,3.5,GRP,131,90950.0,Spain
6780,Fishing Boat,Luhrs power boats,"Used boat,Diesel",2008,9.7,3.5,GRP,39,90950.0,Italy
6781,Flybridge,Sealine power boats,"Used boat,Diesel",1998,10.5,3.35,PVC,41,90950.0,France
6784,Flybridge,Marine Projects power boats,"Used boat,Diesel",1990,13.68,4.26,GRP,155,90950.0,France
6785,Flybridge,Sealine power boats,"Used boat,Diesel",1996,10.48,3.3,GRP,58,90950.0,Italy
6786,Sport Boat,B̩n̩teau power boats,"new boat from stock,Unleaded",2020,7.13,2.53,PVC,61,90950.0,France
6787,Center console boat,Sessa power boats,"Used boat,Unleaded",2011,9.2,2.99,GRP,96,90950.0,Italy
6788,Pontoon Boat,Cranchi power boats,"Used boat,Diesel",2007,10.34,3.5,GRP,123,90950.0,Italy
6789,Flybridge,Raffaelli power boats,"Used boat,Diesel",1997,11.4,3.76,GRP,397,90950.0,France
6790,Motor Yacht,Sessa power boats,"Used boat,Diesel",2007,10.6,3.56,GRP,152,90950.0,Italy
6791,Motor Yacht,Pedro power boats,"Used boat,Diesel",0,8.5,2.8,Steel,162,90950.0,Germany
6792,Trawler,Funcraft power boats,"Used boat,Diesel",1992,14.25,4.15,Steel,243,90950.0,Germany
6793,Flybridge,Portofino Marine power boats,"Used boat,Diesel",2001,10.4,3.05,GRP,85,90950.0,Italy
6794,Motor Yacht,Gobbi power boats,Used boat,2002,11.35,3.55,GRP,121,90950.0,Netherlands
6797,Center console boat,Boston Whaler power boats,"Used boat,Unleaded",2001,8.7,3.14,GRP,46,89880.0,Italy
6799,Motor Yacht,Cranchi power boats,"Used boat,Diesel",1999,12.91,3.84,GRP,80,89880.0,Portugal
6800,Fishing Boat,Tiara power boats,"Used boat,Diesel",2001,10.31,3.66,GRP,44,89880.0,Italy
6801,Flybridge,Jeanneau power boats,"Used boat,Diesel",2005,10.4,3.64,GRP,246,89880.0,Spain
6802,Motor Yacht,Princess power boats,"Used boat,Diesel",1993,14.0,4.11,GRP,138,89880.0,Spain
6803,Pilothouse,B̩n̩teau power boats,"new boat from stock,Unleaded",2019,8.03,2.78,PVC,95,89880.0,Spain
6804,Motor Yacht,Windy power boats,"Used boat,Diesel",1995,9.92,3.5,GRP,152,89880.0,Germany
6805,"Classic,Runabout",Boesch power boats,"Used boat,Unleaded",2004,6.5,2.2,Wood,555,99900.00000000001,Switzerland
